phrase,sentiment_score
"The weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough .",3
make it mostly worth the trip,3
"may , I ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , `",0
nightmare,0
the previous runner-up,2
most intriguing explorations,3
this,2
emotional pulse,2
take the movie,2
a,2
have,2
"however , it is not",3
Mr. Hill higher than he 's been in a while,2
German,2
with the most emotional resonance,3
much,2
bag,2
a,2
I,2
look,2
.,2
",",2
like the Vincent Price horror classics of the '60s,3
women,2
a two-actor master class,3
but,2
this,2
"'s a mouse , for cryin ' out loud",1
greatest,3
put,2
Attraction,2
he has given his tale a warm glow,3
battle,2
the character,2
News and,2
director Sam Mendes,2
genuinely spooky premise,3
.,2
fitfully amusing,3
between,2
with interesting conflicted characters,3
.,2
utter turkey,1
the end,2
and,2
his revoked,2
nothing,1
bait-and-tackle,2
nothing but a sticky-sweet soap,1
",",2
The,2
amiable monkeys and,2
The,2
's,2
.,2
Davis ... is so enamored of her own creation that she ca n't see how insufferable the character is .,1
as cute as all get-out,3
the most compelling variations on In the Company of Men,4
a price to pay for a shimmering picture postcard,2
make this movie anything,2
all,2
of the film,2
"More romantic , more emotional and ultimately more satisfying than the teary-eyed original .",4
the leads,2
Carvey 's,2
killer whale,2
Perry and Hurley,2
the,2
pulls it,2
for The Return of the King,2
put you off the idea forever,1
quality,3
formulaic,1
rigorously,1
for,2
demonstrate the emotional clout,2
in,2
their ugly heads,1
of a distinctive milieu,2
the toilet,2
namely,2
Lovely,3
fun,4
Davies,2
you,2
this time,2
"'s sweet , harmless , dumb , occasionally funny and about as compelling as a fishing show",1
ultimately,2
untugged,2
Chan,2
's,2
future,2
chilly,2
brutally intelligent,4
"it is a gripping , tidy little movie that takes Mr. Hill higher than he 's been in a while .",3
only,2
big ole ',3
tears,1
's too bad that the helping hand he uses to stir his ingredients is also a heavy one .,1
hovers,2
Eugene Levy,2
a new generation,3
of,2
an innocuous game of fill-in -,1
",",2
the,2
the,2
every,2
"The film is beautifully mounted , but , more to the point , the issues are subtly presented ,",3
is not,1
creepy,1
n't,2
tedious sex farce .,1
that,2
visualized,2
If you dig on David Mamet 's mind tricks ... rent this movie and enjoy !,4
the element of surprise,2
",",2
Likely to expertly drum up repressed teenage memories in any viewer,2
the imagination to germinate,3
ear,2
complete with blade-thin characters,1
Walls,2
provocative,3
stripped away,2
masterpiece,4
demonstrate the emotional clout to sweep U.S. viewers,3
the last plot device,2
works,2
it,2
proves,2
Paxton,2
far,2
keep the film grounded and keep the audience riveted,3
warp,2
more,2
way to pay for his next project,2
Al,2
.,2
",",2
subversive tone,2
intoxicating masala,2
of high drama,2
imaginative and ambitious,4
just as,2
"A pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable .",3
from miles away,2
to,2
sold-out,3
"warm , funny",4
got a headache watching this meaningless downer,0
"As a tolerable diversion , the film suffices ;",1
Too much of it,1
film,2
.,2
regime 's,2
Suffers,2
Famous,3
"It 's a scattershot affair , but",2
to over-romanticize the spiritual desolation of the struggling artiste,1
The experience,2
"The so-inept - it 's - surreal dubbing -LRB- featuring the voices of Glenn Close , Regis Philbin and Breckin Meyer -RRB- brings back memories of cheesy old Godzilla flicks .",0
the movie,2
how,2
correct,2
Liotta,2
show life in all of its banality,1
on,2
Snuggle Fabric Softener bear,2
at all,2
where,2
"stay amused at the kaleidoscope of big , colorful characters",3
of,2
that,2
acting,2
silly,3
", hypocrisy and love",2
that seems appropriate,2
video,2
it,2
is,2
impart a message,3
Holy mad maniac,1
inarticulate,1
and,2
"quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out",3
James Bond adventure,2
of what will open this year,2
Villeneuve spends too much time wallowing in Bibi 's generic angst -LRB- there are a lot of shots of her gazing out windows -RRB- .,1
it makes films like XXX,2
film,2
Some,2
make people laugh,3
after the wrap of his legendary sitcom,3
beautifully,3
"It takes a certain kind of horror movie to qualify as ` worse than expected , ' but Ghost Ship somehow manages to do exactly that .",0
his skill at telling a story -- he also contributed to the screenplay -- falls short,2
than,2
flair,2
an average comedic dateflick but not,1
made,2
",",2
"wrong with '' independent film '' as a commodified , sold-out concept on the American filmmaking scene",2
Scott 's charismatic Roger and,3
a film that makes previous vehicles look smart and sassy,2
to,2
A,2
At least one scene,2
astonishingly bad film,0
lacks in general focus,1
grind,2
all odds in heaven and hell,2
on,2
modern condition,2
the movie,2
classic,3
of,2
is n't even all that dumb,3
a,2
dialogue,2
is an engaging look at the controversial eponymous and fiercely atheistic hero .,4
"undone by the sogginess of its contemporary characters , and actors",0
pathos,2
his distinctive ` blundering ' style,1
wants to tweak them with a taste of tangy new humor .,3
an,2
",",2
and,2
feels so American in sensibility and style,2
"the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality .",2
that 's often written off as indie film naturalism,2
its,2
own,2
of,2
's in place,2
starring Michael Caine as an aging British boxing promoter desperate for a taste of fame and fortune,2
development,2
It,2
relate,2
acted tale,2
either too serious or too lighthearted,2
tour,2
The,2
in,2
is a film that 's neither .,1
boring,0
but,2
that I liked Homeboy,3
heavy,2
own horizons,2
",",2
A TV style murder mystery with a few big screen moments -LRB- including one that seems to be made for a different film altogether -RRB- .,1
that had been handed down since the beginning of time,2
is,2
but a convict guilty of some truly heinous crime,2
rejected ABC Afterschool Special,1
stomach,2
deeply appealing veteran Bouquet,3
've,2
A,2
like you 're going from one room to the next and none of them have any relation to the other,1
"a big , brassy , disturbing , unusual and highly successful film",4
meanwhile,2
a family,2
of,2
Green,2
"-LRB- W -RRB- hile long on amiable monkeys and worthy environmentalism , Jane Goodall 's Wild Chimpanzees is short on the thrills the oversize medium demands .",1
author of Death,2
in,2
Dumas,2
"Though Perry and Hurley make inspiring efforts to breathe life into the disjointed , haphazard script by Jay Scherick and David Ronn",3
manga-like,2
literate presentation,3
most,2
blisteringly,2
suited for the small screen,2
grains,2
Evil,2
expected,1
one,2
like `` Divine Secrets of the Ya Ya Sisterhood,2
from,2
I,2
if the real story starts just around the corner,2
too,2
of evaporation,2
just,2
"-LRB- Grant 's -RRB- bumbling magic takes over the film , and",3
Monty,2
"in this literate French comedy , she 's as morning-glory exuberant as she was in Amélie",3
"Sticky sweet sentimentality , clumsy plotting",2
The,2
it 's frustrating and still oddly likable .,3
that is accessible,2
a coherence,2
beneath,2
imaginative,4
from Brian De Palma 's Scarface,2
a manual,2
this films,2
"... a fun little timewaster , helped especially by the cool presence of Jean Reno .",3
Carvey 's talent,2
clear,2
gorgeous,3
cinematic,3
accompany lifelong friendships,2
", the film suffices",2
most,2
of sweet romance,3
left me,1
in America,2
Every nanosecond of the The New Guy reminds you that you could be doing something else far more pleasurable .,1
so,2
cookie-cutter,2
find Matt Damon and Ben Affleck once again looking for residuals as this officially completes a Good Will Hunting trilogy that was never planned,2
a,2
This one,2
excitement,3
three actors,2
silence,2
", history and presumption",2
good,3
Even horror fans will most likely not find what they 're seeking with Trouble Every Day ; the movie lacks both thrills and humor .,0
drastic life changes,2
a much more emotional journey than what Shyamalan has given us in his past two movies,3
tossing,2
-,2
terrific performances,3
"giving a public oration , rather than contributing to a film 's narrative",2
matters,2
idea,2
"this film , unlike other Dumas adaptations , is far more likened to a treasure than a lengthy jail sentence",4
A subject like this,2
The Time Machine,2
nearly,2
the film,2
and,2
most straight-faced,2
An intriguing cinematic omnibus,4
packed with cartoonish violence and comic-strip characters .,2
fun,4
's,2
qualify,2
to present the biblical message of forgiveness without it ever becoming preachy or syrupy,3
a story,2
well,3
its conception,2
A,2
flick,2
A,2
moviegoer 's,2
"emphasizes the spare precision of the narratives and helps to give them an atavistic power , as if they were tales that had been handed down since the beginning of time",4
Oscar,3
any,2
more than,2
The director knows how to apply textural gloss,2
Allows,2
Ya Ya Sisterhood,2
The Wild Thornberrys Movie,3
.,2
Barbara,2
women,2
its,2
's rarely,2
movie,2
's an eye-opener,2
A beautifully made piece of unwatchable drivel .,2
"drama , an admirable ambition",3
"A gripping , searing portrait",3
raunchy college humor,2
the,2
fundamental choices that include the complexity of the Catholic doctrine,2
sophistication,2
between Carmen and Juni,2
the,2
plotting,3
latest bid,2
crude,1
naturalistic performance,3
"see this , or any ,",2
One of the smartest,2
the Chelsea 's denizens,2
up,2
you,2
frankness,2
has,2
for popular cinema,2
little more,2
visual medium,2
in the life,2
"Another one of those estrogen overdose movies like `` Divine Secrets of the Ya Ya Sisterhood , '' except that the writing , acting and character development are a lot better .",3
:,2
grab bag,2
Good,3
the existential overtones,2
faced,3
to,2
is n't to say that it 's the equal of some of its predecessors .,2
"far too clunky ,",1
"is the sheer , selfish , wound-licking , bar-scrapping doggedness of Leon 's struggle to face and transmute his demons that makes the movie a spirited and touching occasion , despite its patchy construction .",3
'',2
them,2
Star Trek VI,2
cultural mix,2
Delta,2
devilishly witty script,3
touching for refusing to pity or memorialize themselves .,3
and,2
presented,2
the,2
's movies to hit theaters this year .,2
become didactic,2
aesthetics,2
presumption,2
had been thinking about the visual medium,2
unpleasant,1
"as I may , I ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` Thank you",0
pummels another,2
much fire,2
Softener,2
could n't,1
the actor,2
lead nowhere,1
I,2
will,2
"Frankly , my dear , I do n't give a damn , ' have never been more appropriate .",2
the odds,2
an,2
so,2
",",2
Intriguing,3
are n't interested in rap,1
more,2
taking,2
